peak,chr,start,end,summit,category,location
peak_1628,1,12126639,12126741,12126694,Other,Promoter
peak_1634,1,12228132,12228317,12228216,Other,Other region
peak_1639,1,12278238,12278381,12278314,Other,Promoter
peak_1640b,1,12278493,12278880,12278836,Other,Promoter
peak_1642b,1,12291642,12292071,12291972,Other,Active enhancer
peak_1643,1,12295109,12295248,12295187,Other,Promoter
peak_1645,1,12301799,12301981,12301883,Other,Promoter
peak_1648,1,12338677,12338794,12338725,Other,Other region
peak_1649,1,12348025,12348494,12348205,Other,Promoter
peak_1653,1,12381613,12381750,12381675,Other,Other region
peak_1655,1,12394063,12394227,12394130,Other,Promoter
peak_1656b,1,12394614,12394816,12394746,Other,Promoter
peak_1657,1,12399854,12399995,12399927,Other,Other region
peak_1663b,1,12500978,12501212,12501119,Group 1,Other region
peak_1664,1,12506562,12506710,12506648,Group 1,Other region
peak_1669,1,12569263,12569411,12569346,Group 1,Other region
peak_1675,1,12653929,12654153,12654094,Group 2,Other region
peak_1677,1,12689744,12689878,12689811,Other,Other region
peak_1682,1,12757613,12757804,12757724,Other,Other region
peak_1683,1,12763277,12763463,12763344,Upregulated,Promoter
peak_1684,1,12767058,12767185,12767108,Other,Promoter
peak_1687,1,12879371,12879485,12879429,Group 2,Other region
peak_1689,1,12897598,12897762,12897693,Other,Active enhancer
peak_1694a,1,12938480,12938732,12938564,Group 1,Active enhancer
peak_1707a,1,13042528,13042751,13042617,Other,Other region
peak_1711,1,13096283,13096482,13096348,Other,Active enhancer
peak_1716c,1,13166199,13166669,13166580,Group 2,Active enhancer
peak_1718b,1,13170109,13170398,13170309,Group 2,Active enhancer
peak_1719,1,13210045,13210187,13210142,Other,Other region
peak_1720a,1,13225195,13225512,13225244,Group 1,Active enhancer
peak_1721,1,13248507,13248717,13248614,Other,Other region
peak_1725,1,13274236,13274572,13274464,Group 2,Active enhancer
peak_1726,1,13291624,13291742,13291684,Other,Other region
peak_1727,1,13296278,13296570,13296455,Other,Other region
peak_1731a,1,13306068,13306444,13306214,Group 1,Active enhancer
peak_1732,1,13312425,13312508,13312469,Other,Other region
peak_1737,1,13357333,13357452,13357382,Group 1,Other region
peak_1740,1,13394666,13394834,13394766,Group 2,Other region
peak_1741,1,13404815,13404913,13404849,Other,Other region
peak_1743,1,13425594,13425777,13425701,Group 2,Other region
peak_1752b,1,13552655,13552921,13552835,Group 1,Active enhancer
peak_1754,1,13558019,13558206,13558092,Other,Active enhancer
peak_1755,1,13560915,13561027,13560979,Other,Other region
peak_1762,1,13637211,13637410,13637296,Other,Other region
peak_1764,1,13654846,13655002,13654948,Other,Other region
peak_1769,1,13695763,13695944,13695812,Group 1,Other region
peak_1772,1,13721440,13721538,13721479,Group 1,Other region
peak_1773,1,13724302,13724457,13724381,Other,Other region
peak_1774,1,13725687,13725826,13725752,Other,Other region
peak_1775,1,13733003,13733135,13733078,Other,Active enhancer
peak_1777,1,13779872,13780009,13779933,Group 1,Active enhancer
peak_1780,1,13825212,13825412,13825290,Group 1,Other region
peak_1785,1,13930615,13930854,13930675,Other,Promoter
peak_1788,1,13966829,13967120,13966987,Other,Active enhancer
peak_1791b,1,13968042,13968236,13968161,Other,Promoter
peak_1792,1,13973235,13973340,13973287,Other,Other region
peak_1793,1,13976031,13976145,13976088,Other,Other region
peak_1795,1,13989238,13989486,13989326,Other,Promoter
peak_1800,1,14014752,14014861,14014791,Other,Active enhancer
peak_1801,1,14020378,14020500,14020451,Other,Promoter
peak_1802,1,14029117,14029230,14029167,Other,Other region
peak_1803c,1,14029319,14029796,14029589,Other,Other region
peak_1804,1,14033325,14033431,14033387,Other,Other region
peak_1807,1,14049169,14049413,14049247,Other,Other region
peak_1814,1,14096708,14096878,14096775,Other,Active enhancer
peak_1815,1,14108586,14108665,14108625,Other,Other region
peak_1816a,1,14110660,14111114,14110762,Other,Other region
peak_1823,1,14183777,14183952,14183878,Other,Other region
peak_1824,1,14202072,14202175,14202116,Other,Other region
peak_1828,1,14234048,14234170,14234105,Other,Promoter
peak_1835,1,14339601,14339822,14339691,Other,Other region
peak_1836,1,14348219,14348441,14348314,Other,Promoter
peak_1838,1,14363906,14364026,14363979,Other,Other region
peak_1844,1,14382982,14383113,14383044,Upregulated,Promoter
peak_1846,1,14406028,14406174,14406087,Other,Promoter
peak_1847,1,14406285,14406407,14406341,Other,Promoter
peak_1848,1,14426732,14426966,14426822,Other,Promoter
peak_1850,1,14454358,14454725,14454558,Other,Promoter
peak_1852,1,14458391,14458501,14458466,Group 1,Active enhancer
peak_1853,1,14465425,14465555,14465481,Other,Active enhancer
peak_1854,1,14466213,14466332,14466264,Other,Promoter
peak_1855,1,14466843,14466987,14466925,Other,Promoter
peak_1860,1,14498173,14498359,14498258,Other,Active enhancer
peak_1861b,1,14507265,14507805,14507609,Group 2,Promoter
peak_1862,1,14509814,14510039,14509888,Group 1,Active enhancer
peak_1867,1,14538631,14538768,14538720,Other,Active enhancer
peak_1871,1,14654165,14654262,14654221,Other,Other region
peak_1872,1,14655785,14655917,14655837,Other,Active enhancer
peak_1874,1,14669659,14669753,14669707,Other,Active enhancer
peak_1875,1,14752416,14752571,14752483,Other,Active enhancer
peak_1883,1,14988301,14988530,14988436,Group 1,Active enhancer
peak_1884,1,15054705,15054877,15054810,Other,Other region
peak_1890,1,15136262,15136507,15136395,Other,Other region
peak_1891,1,15136605,15136795,15136685,Other,Other region
peak_1893,1,15138850,15138995,15138907,Other,Other region
peak_1897,1,15212002,15212161,15212093,Group 1,Other region
peak_1899,1,15221051,15221191,15221107,Other,Other region
peak_1903,1,15230223,15230472,15230384,Group 2,Active enhancer
peak_1905,1,15258640,15258761,15258705,Other,Promoter
peak_1906,1,15259040,15259154,15259114,Other,Promoter
peak_1907,1,15286801,15286948,15286868,Other,Active enhancer
peak_1910,1,15313551,15313734,15313674,Upregulated,Active enhancer
peak_1911,1,15316993,15317183,15317109,Other,Other region
peak_1914,1,15327775,15327912,15327842,Other,Active enhancer
peak_1915,1,15329184,15329394,15329299,Other,Promoter
peak_1916b,1,15330734,15331147,15330921,Group 2,Active enhancer
peak_1925,1,15518118,15518205,15518155,Group 1,Other region
peak_1927,1,15524643,15524761,15524707,Other,Other region
peak_1928,1,15525231,15525377,15525294,Other,Other region
peak_1935,1,15555121,15555286,15555220,Group 1,Active enhancer
peak_1936,1,15563808,15563945,15563878,Other,Other region
peak_1937,1,15565704,15565887,15565806,Group 1,Other region
peak_1942,1,15668625,15668853,15668683,Other,Other region
peak_1951,1,15789827,15789968,15789921,Group 1,Other region
peak_1956,1,15855218,15855406,15855269,Group 2,Active enhancer
peak_1965,1,15911420,15911518,15911471,Group 2,Other region
peak_1970,1,15926355,15926520,15926425,Group 2,Active enhancer
peak_1971,1,15927259,15927394,15927327,Group 1,Active enhancer
peak_1976,1,15957230,15957341,15957299,Group 1,Active enhancer
peak_1982,1,16073785,16073954,16073861,Other,Promoter
peak_1985,1,16142951,16143094,16143007,Group 1,Other region
peak_2000,1,16434557,16434684,16434642,Other,Other region
peak_2004b,1,16458437,16458705,16458610,Other,Promoter
peak_2005,1,16458859,16459091,16459001,Upregulated,Promoter
peak_2006,1,16459417,16459571,16459518,Other,Other region
peak_2007,1,16463034,16463161,16463090,Upregulated,Promoter
peak_2011,1,16480288,16480424,16480336,Other,Other region
peak_2015b,1,16507603,16508056,16507843,Other,Promoter
peak_2016,1,16511181,16511295,16511223,Other,Other region
peak_2017,1,16519917,16520044,16519958,Other,Active enhancer
peak_2018,1,16538306,16538559,16538448,Group 1,Active enhancer
peak_2022,1,16559836,16559987,16559873,Group 2,Active enhancer
peak_2024b,1,16563736,16563956,16563883,Group 1,Active enhancer
peak_2030,1,16573741,16573947,16573839,Group 2,Promoter
peak_2032,1,16594280,16594500,16594394,Group 1,Active enhancer
peak_2033,1,16594712,16594886,16594763,Group 1,Active enhancer
peak_2034,1,16599558,16599743,16599650,Other,Active enhancer
peak_2036,1,16616351,16616489,16616399,Other,Other region
peak_2041,1,16664943,16665069,16665007,Other,Promoter
peak_2043,1,16671761,16671877,16671809,Group 1,Active enhancer
peak_2044,1,16672442,16672560,16672507,Group 2,Active enhancer
peak_2046,1,16688863,16689070,16688984,Other,Promoter
peak_2049,1,16714688,16714902,16714808,Other,Active enhancer
peak_2051,1,16720140,16720242,16720196,Other,Active enhancer
peak_2052,1,16721059,16721328,16721239,Group 2,Active enhancer
peak_2054,1,16733244,16733390,16733318,Group 1,Other region
peak_2055,1,16741191,16741349,16741240,Other,Other region
peak_2059,1,16748526,16748892,16748596,Group 1,Active enhancer
peak_2062,1,16759175,16759421,16759342,Group 1,Active enhancer
peak_2064,1,16761111,16761287,16761178,Group 1,Active enhancer
peak_2067,1,16778249,16778455,16778341,Group 1,Active enhancer
peak_2071b,1,16964214,16964390,16964315,Group 1,Other region
peak_2082,1,17182902,17183076,17182976,Group 1,Active enhancer
peak_2091,1,17304956,17305196,17305121,Group 1,Active enhancer
peak_2093a,1,17316998,17317262,17317071,Group 1,Active enhancer
peak_2095,1,17355464,17355647,17355535,Group 1,Active enhancer
peak_2097,1,17368240,17368364,17368295,Group 1,Other region
peak_2098,1,17374687,17374843,17374752,Other,Active enhancer
peak_2099,1,17375216,17375366,17375302,Other,Active enhancer
peak_2100,1,17376792,17376952,17376866,Other,Promoter
peak_2101,1,17377287,17377417,17377342,Other,Promoter
peak_2103,1,17384428,17384595,17384483,Group 2,Other region
peak_2110,1,17440705,17441090,17440888,Other,Active enhancer
peak_2111,1,17458290,17458416,17458337,Other,Other region
peak_2118,1,17527229,17527422,17527345,Other,Promoter
peak_2119a,1,17527945,17528252,17527995,Other,Promoter
peak_2121,1,17547016,17547171,17547104,Other,Promoter
peak_2123,1,17584749,17584968,17584870,Group 2,Active enhancer
peak_2126,1,17587504,17587655,17587589,Other,Promoter
peak_2127,1,17590250,17590382,17590316,Other,Other region
peak_2128,1,17590925,17591082,17591018,Other,Other region
peak_2131,1,17594798,17594924,17594859,Other,Other region
peak_2139,1,17676628,17676903,17676703,Other,Promoter
peak_2140,1,17693210,17693370,17693274,Other,Promoter
peak_2141,1,17695284,17695487,17695360,Other,Promoter
peak_2146,1,17711618,17711765,17711674,Other,Promoter
peak_2149,1,17749981,17750090,17750033,Upregulated,Other region
peak_2151,1,17766408,17766611,17766537,Other,Active enhancer
peak_2152,1,17766730,17766866,17766782,Group 2,Active enhancer
peak_2153b,1,17768673,17768838,17768782,Other,Active enhancer
peak_2156,1,17794448,17794609,17794522,Other,Other region
peak_2158,1,17857310,17857486,17857373,Group 1,Other region
peak_2159,1,17858277,17858407,17858348,Other,Promoter
peak_2160,1,17858619,17858796,17858714,Other,Promoter
peak_2163,1,17875207,17875309,17875256,Other,Other region
peak_2172,1,18061020,18061227,18061129,Group 2,Active enhancer
peak_2174,1,18082095,18082193,18082152,Other,Active enhancer
peak_2177,1,18147603,18147759,18147716,Group 1,Active enhancer
peak_2178,1,18167078,18167160,18167119,Other,Other region
peak_2183,1,18221935,18222072,18222018,Group 1,Other region
peak_2184,1,18237653,18237808,18237755,Other,Promoter
peak_2192,1,18336799,18336987,18336871,Other,Promoter
peak_2194,1,18347424,18347521,18347469,Other,Other region
peak_2198a,1,18383502,18383912,18383584,Group 1,Active enhancer
peak_2203b,1,18445527,18445858,18445756,Other,Promoter
peak_2207,1,18543535,18543727,18543644,Other,Active enhancer
peak_2210,1,18591251,18591406,18591319,Other,Promoter
peak_2211,1,18591861,18592003,18591929,Other,Promoter
peak_2212,1,18592288,18592457,18592409,Other,Promoter
peak_2216,1,18613056,18613400,18613251,Group 2,Active enhancer
peak_2217,1,18615051,18615432,18615127,Other,Promoter
peak_2220b,1,18638332,18638650,18638507,Group 1,Active enhancer
peak_2222,1,18642131,18642277,18642208,Group 1,Active enhancer
peak_2223,1,18652521,18652648,18652576,Group 1,Active enhancer
peak_2229,1,18777149,18777258,18777193,Other,Other region
peak_2232,1,18803939,18804107,18804011,Other,Promoter
peak_2233,1,18811846,18812011,18811939,Other,Promoter
peak_2234,1,18824693,18824790,18824748,Other,Other region
peak_2235,1,18829569,18829659,18829618,Other,Other region
peak_2238,1,18844154,18844338,18844265,Other,Other region
peak_2240a,1,18859259,18859603,18859357,Other,Active enhancer
peak_2242,1,18860712,18860813,18860775,Other,Active enhancer
peak_2243,1,18862994,18863172,18863063,Other,Promoter
peak_2247,1,18899851,18900058,18899923,Upregulated,Other region
peak_2253,1,18920282,18920400,18920341,Other,Promoter
peak_2255a,1,18952556,18953040,18952609,Other,Other region
peak_2257,1,18965775,18965875,18965825,Other,Promoter
peak_2259,1,18966430,18966594,18966495,Other,Active enhancer
peak_2262,1,19014151,19014350,19014238,Other,Other region
peak_2270,1,19078481,19078616,19078549,Other,Other region
peak_2273,1,19083433,19083603,19083499,Other,Promoter
peak_2275,1,19094157,19094287,19094210,Other,Promoter
peak_2276,1,19094451,19094610,19094524,Other,Promoter
peak_2278,1,19095147,19095327,19095251,Other,Active enhancer
peak_2279,1,19098568,19098761,19098659,Group 1,Active enhancer
peak_2282a,1,19132823,19133098,19132906,Group 2,Other region
peak_2291,1,19237547,19237735,19237647,Other,Promoter
peak_2293,1,19265873,19265996,19265947,Other,Other region
peak_2294,1,19273611,19273763,19273698,Other,Active enhancer
peak_2302,1,19349861,19349971,19349911,Other,Other region
peak_2306b,1,19388112,19388298,19388257,Other,Active enhancer
peak_2309,1,19410061,19410318,19410175,Group 2,Active enhancer
peak_2310,1,19415314,19415577,19415434,Group 1,Active enhancer
peak_2311,1,19425149,19425282,19425203,Other,Active enhancer
peak_2312,1,19426442,19426559,19426505,Other,Active enhancer
peak_2314,1,19432929,19433019,19432971,Other,Promoter
peak_2315,1,19433132,19433279,19433203,Other,Promoter
peak_2316,1,19444570,19444681,19444621,Group 1,Other region
peak_2321,1,19513152,19513274,19513220,Other,Other region
peak_2323,1,19515534,19515708,19515629,Other,Promoter
peak_2325,1,19537941,19538085,19538022,Other,Promoter
peak_2326,1,19563445,19563640,19563579,Group 1,Active enhancer
peak_2332,1,19608673,19608812,19608737,Group 1,Other region
peak_2338c,1,19649933,19650348,19650284,Group 2,Promoter
peak_2339,1,19657065,19657169,19657112,Other,Active enhancer
peak_2340,1,19657317,19657550,19657367,Group 2,Active enhancer
peak_2341,1,19659184,19659398,19659303,Group 1,Active enhancer
peak_2343,1,19663057,19663193,19663127,Other,Active enhancer
peak_2344,1,19670031,19670208,19670125,Other,Active enhancer
peak_2345b,1,19671883,19672221,19672131,Group 2,Active enhancer
peak_2346,1,19673848,19674046,19673951,Group 2,Promoter
peak_2347,1,19675833,19676010,19675934,Group 1,Active enhancer
peak_2348a,1,19676478,19676709,19676534,Group 2,Active enhancer
peak_2350,1,19681260,19681459,19681394,Group 1,Active enhancer
peak_2351b,1,19686395,19686560,19686517,Other,Active enhancer
peak_2359,1,19764809,19764961,19764875,Other,Promoter
peak_2360,1,19765101,19765253,19765158,Other,Promoter
peak_2366,1,19789382,19789492,19789432,Other,Other region
peak_2368,1,19802646,19802785,19802708,Group 2,Other region
peak_2369,1,19808344,19808531,19808458,Other,Promoter
peak_2370,1,19849093,19849278,19849187,Other,Promoter
peak_2371,1,19887482,19887587,19887535,Other,Other region
peak_2372,1,19890530,19890698,19890612,Other,Active enhancer
peak_2373,1,19894902,19895108,19895014,Other,Other region
peak_2379,1,19919083,19919252,19919161,Other,Other region
peak_2386,1,19975567,19975757,19975637,Other,Promoter
peak_2391,1,20068098,20068196,20068159,Other,Promoter
peak_2393b,1,20069469,20069750,20069566,Other,Promoter
peak_2396,1,20144182,20144343,20144284,Other,Other region
peak_2401c,1,20272790,20273295,20273235,Other,Promoter
peak_2403,1,20279295,20279522,20279416,Group 1,Active enhancer
peak_2409,1,20329834,20329936,20329891,Other,Other region
peak_2410,1,20330545,20330701,20330612,Other,Other region
peak_2412,1,20361370,20361612,20361475,Group 1,Active enhancer
peak_2415,1,20472908,20473125,20473063,Group 1,Other region
peak_2419,1,20543694,20543830,20543762,Group 2,Other region
peak_2420,1,20552822,20552944,20552871,Other,Promoter
peak_2421,1,20592142,20592291,20592229,Other,Active enhancer
peak_2423,1,20593748,20594006,20593857,Other,Promoter
peak_2427,1,20626065,20626184,20626137,Other,Other region
peak_2429b,1,20635113,20635306,20635228,Other,Promoter
peak_2442b,1,20754335,20754597,20754460,Group 1,Other region
peak_2447,1,20813761,20813922,20813807,Group 2,Active enhancer
